Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
147,Jay Buhner,26,SEA,AL,0.6,137,471,406,64,99,14,4,27,77,0,1,53,117,.244,.337,.498,.834,128,.367,124,202,10,6,2,4,5,*9H/8,,buhneja01
148,Félix Fermín,27,CLE,AL,0.5,129,469,424,30,111,13,2,0,31,5,4,26,27,.262,.307,.302,.609,69,.284,64,128,17,3,13,3,0,*6,,fermife01
149,Brian Harper,31,MIN,AL,2.0,123,469,441,54,137,28,1,10,69,1,2,14,22,.311,.336,.447,.783,111,.366,118,197,14,6,2,6,3,*2/HD37,,harpebr01
150,David Justice*,25,ATL,NL,1.6,109,469,396,67,109,25,1,21,87,8,8,65,81,.275,.377,.503,.880,140,.395,144,199,4,3,0,5,9,9/H,MVP-12,justida01
151,Luis Rivera,27,BOS,AL,1.8,129,468,414,64,107,22,3,8,40,4,4,35,86,.258,.318,.384,.702,90,.327,91,159,10,3,12,4,0,*6,,riverlu01
152,Greg Olson,30,ATL,NL,0.5,133,464,411,46,99,25,0,6,44,1,1,44,48,.241,.316,.345,.662,82,.318,85,142,13,3,2,4,3,*2/H,,olsongr02
153,Bill Spiers*,25,MIL,AL,2.8,133,464,414,71,117,13,6,8,54,14,8,34,55,.283,.337,.401,.738,106,.346,111,166,9,2,10,4,0,*6/HD8,,spierbi01
154,Chris James,28,CLE,AL,-1.8,115,463,437,31,104,16,2,5,41,3,4,18,61,.238,.273,.318,.591,63,.281,63,139,9,4,2,2,2,D793/H,,jamesch02
155,Otis Nixon#,32,ATL,NL,2.2,124,460,401,81,119,10,1,0,26,72,21,47,40,.297,.371,.327,.698,94,.359,101,131,5,2,7,3,3,*79H8,,nixonot01
156,Brook Jacoby,31,2TM,AL,-1.2,122,453,419,28,94,21,1,4,44,2,1,27,54,.224,.274,.308,.582,63,.272,58,129,13,3,0,4,3,53H,,jacobbr01
157,Brook Jacoby,31,CLE,AL,-0.5,66,249,231,14,54,9,1,4,24,0,1,16,32,.234,.289,.333,.622,72,.291,69,77,7,2,0,0,2,35/H,,jacobbr01
158,Brook Jacoby,31,OAK,AL,-0.7,56,204,188,14,40,12,0,0,20,2,0,11,22,.213,.255,.277,.531,51,.248,43,52,6,1,0,4,1,5/H3,,jacobbr01
159,Alex Cole*,25,CLE,AL,1.5,122,452,387,58,114,17,3,0,21,27,17,58,47,.295,.386,.354,.740,106,.346,110,137,8,1,4,2,2,8H/7D,,coleal01
160,Todd Benzinger#,28,2TM,2LG,-0.4,129,451,416,36,109,18,5,3,51,4,6,27,66,.262,.310,.351,.661,83,.299,77,146,7,3,2,3,4,3H7/D,,benzito01
161,Todd Benzinger#,28,CIN,NL,-1.2,51,136,123,7,23,3,2,1,11,2,0,10,20,.187,.244,.268,.513,42,.241,27,33,2,0,1,2,2,3H7,,benzito01
162,Todd Benzinger#,28,KCR,AL,0.8,78,315,293,29,86,15,3,2,40,2,6,17,46,.294,.338,.386,.723,100,.323,98,113,5,3,1,1,2,3/HD,,benzito01
163,Darryl Hamilton*,26,MIL,AL,1.7,122,448,405,64,126,15,6,1,57,16,6,33,38,.311,.361,.385,.746,109,.348,110,156,10,0,7,3,2,*897/H,,hamilda02
164,Bill Pecota,31,KCR,AL,2.9,125,448,398,53,114,23,2,6,45,16,7,41,45,.286,.356,.399,.756,109,.349,110,159,12,2,7,0,6,54H/63D17,,pecotbi01
165,Greg Gagne,29,MIN,AL,2.5,139,447,408,52,108,23,3,8,42,11,9,26,72,.265,.310,.395,.705,90,.328,94,161,15,3,5,5,0,*6/HD,,gagnegr01
166,Leo Gómez,25,BAL,AL,2.4,118,445,391,40,91,17,2,16,45,1,1,40,82,.233,.302,.409,.711,99,.334,104,160,11,2,5,7,0,5D/H3,ROY-8,gomezle02
167,Lance Parrish,35,CAL,AL,1.3,119,445,402,38,87,12,0,19,51,0,1,35,117,.216,.285,.388,.673,86,.303,79,156,7,5,0,3,2,*2/DH3,,parrila02
168,Mark Whiten#,24,2TM,AL,1.5,116,445,407,46,99,18,7,9,45,4,3,30,85,.243,.297,.388,.685,87,.316,86,158,13,3,0,5,2,*9/8HD,ROY-6,whitema01
169,Mark Whiten#,24,TOR,AL,0.0,46,164,149,12,33,4,3,2,19,0,1,11,35,.221,.274,.329,.603,64,.278,58,49,5,1,0,3,1,9/H,,whitema01
170,Mark Whiten#,24,CLE,AL,1.5,70,281,258,34,66,14,4,7,26,4,2,19,50,.256,.310,.422,.732,100,.338,101,109,8,2,0,2,1,9/8D,,whitema01
171,José Oquendo#,27,STL,NL,2.0,127,441,366,37,88,11,4,1,26,1,2,67,48,.240,.357,.301,.658,88,.315,89,110,5,1,4,3,13,*46/31,,oquenjo01
172,Kevin Reimer*,27,TEX,AL,0.8,136,440,394,46,106,22,0,20,69,0,3,33,93,.269,.332,.477,.809,124,.349,115,188,10,7,0,6,6,7DH/9,,reimeke01
173,Kurt Stillwell#,26,KCR,AL,1.0,122,428,385,44,102,17,1,6,51,3,4,33,56,.265,.322,.361,.683,89,.321,92,139,8,1,5,4,5,*6H,,stillku01
174,Dave Martinez*,26,MON,NL,2.0,124,427,396,47,117,18,5,7,42,16,7,20,54,.295,.332,.419,.751,111,.359,120,166,3,3,5,3,3,*978H,,martida01
175,Kevin Mitchell,29,SFG,NL,2.7,113,423,371,52,95,13,1,27,69,2,3,43,57,.256,.338,.515,.853,141,.399,156,191,6,5,0,4,8,7H/3,,mitchke01
176,Alan Trammell,33,DET,AL,3.3,101,421,375,57,93,20,0,9,55,11,2,37,39,.248,.320,.373,.693,90,.336,96,140,7,3,5,1,1,6/DH,,trammal01
177,Terry Shumpert,24,KCR,AL,-0.2,144,418,369,45,80,16,4,5,34,17,11,30,75,.217,.283,.322,.605,68,.286,67,119,10,5,10,3,0,*4/H,,shumpte01
178,Wes Chamberlain,25,PHI,NL,0.3,101,417,383,51,92,16,3,13,50,9,4,31,73,.240,.300,.399,.700,97,.329,99,153,8,2,1,0,0,7/H9,ROY-5,chambwe01
179,Lonnie Smith,35,ATL,NL,1.8,122,416,353,58,97,19,1,7,44,9,5,50,64,.275,.377,.394,.771,113,.380,130,139,4,9,2,2,3,7H,,smithlo01
180,Jeff Blauser,25,ATL,NL,1.0,129,415,352,49,91,14,3,11,54,5,6,54,59,.259,.358,.409,.767,111,.359,118,144,4,2,4,3,4,64H5,,blausje01
181,Greg Briley*,26,SEA,AL,-1.8,139,412,381,39,99,17,3,2,26,23,11,27,51,.260,.307,.336,.643,78,.294,71,128,7,0,1,3,0,*79H/8D45,,brilegr01
182,Jerald Clark,27,SDP,NL,0.8,118,411,369,26,84,16,0,10,47,2,1,31,90,.228,.295,.352,.647,80,.304,77,130,10,6,1,4,2,739H,,clarkje01
183,Chico Walker#,33,CHC,NL,-0.4,124,411,374,51,96,10,1,6,34,13,5,33,57,.257,.315,.337,.652,81,.307,77,126,3,0,1,3,2,5H87/94,,walkech01
184,Bill Doran#,33,CIN,NL,1.5,111,410,361,51,101,12,2,6,35,5,4,46,39,.280,.359,.374,.732,104,.346,108,135,4,0,0,3,1,4H/73,,doranbi02
185,Hubie Brooks,34,NYM,NL,0.2,103,407,357,48,85,11,1,16,50,3,1,44,62,.238,.324,.409,.733,107,.334,103,146,7,3,0,3,8,9/H,,brookhu01
186,Kevin Bass#,32,SFG,NL,0.4,124,406,361,43,84,10,4,10,40,7,4,36,56,.233,.307,.366,.673,92,.311,90,132,12,4,2,3,8,9H7,,basske01
187,Jim Eisenreich*,32,KCR,AL,-0.2,135,405,375,47,113,22,3,2,47,5,3,20,35,.301,.333,.392,.725,101,.329,96,147,10,1,3,6,1,79H38/D,,eisenji01
188,Mike Scioscia*,32,LAD,NL,2.3,119,404,345,39,91,16,2,8,40,4,3,47,32,.264,.353,.391,.745,112,.347,115,135,5,3,5,4,3,*2/H,,sciosmi01
189,Franklin Stubbs*,30,MIL,AL,0.2,103,404,362,48,77,16,2,11,38,13,4,35,71,.213,.282,.359,.641,78,.304,78,130,4,2,0,5,3,3/H7D,,stubbfr01
190,Luis Sojo,26,CAL,AL,0.7,113,402,364,38,94,14,1,3,20,4,2,14,26,.258,.295,.327,.622,73,.302,77,119,12,5,19,0,0,4/6H57D,,sojolu01
191,Andrés Galarraga,30,MON,NL,-0.8,107,400,375,34,82,13,2,9,33,5,6,23,86,.219,.268,.336,.604,70,.283,69,126,6,2,0,0,5,3/H,,galaran01
192,Tim Teufel,32,2TM,NL,1.0,117,399,341,41,74,16,0,12,44,9,3,51,77,.217,.319,.370,.688,92,.333,97,126,8,1,4,2,4,45H/3,,teufeti01
193,Tim Teufel,32,NYM,NL,-0.4,20,36,34,2,4,0,0,1,2,1,1,2,8,.118,.167,.206,.373,5,.169,-11,7,0,0,0,0,0,H/354,,teufeti01
194,Tim Teufel,32,SDP,NL,1.4,97,363,307,39,70,16,0,11,42,8,2,49,69,.228,.334,.388,.722,101,.349,108,119,8,1,4,2,4,45/H,,teufeti01
195,Kevin Elster,26,NYM,NL,1.2,115,394,348,33,84,16,2,6,36,2,3,40,53,.241,.318,.351,.669,89,.301,81,122,4,1,1,4,6,6H,,elsteke01
196,Darrin Jackson,27,SDP,NL,4.4,122,394,359,51,94,12,1,21,49,5,3,27,66,.262,.315,.476,.791,117,.372,127,171,5,2,3,3,2,8H7/1,,jacksda03
197,Mike Pagliarulo*,31,MIN,AL,2.7,121,393,365,38,102,20,0,6,36,1,2,21,55,.279,.322,.384,.706,91,.329,92,140,9,3,2,2,3,*5/H4,,paglimi01
198,Rafael Belliard,29,ATL,NL,0.7,149,385,353,36,88,9,2,0,27,3,1,22,63,.249,.296,.286,.582,61,.286,61,101,4,2,7,1,2,*6/H,,bellira01
199,Alfredo Griffin#,33,LAD,NL,-0.3,109,385,350,27,85,6,2,0,27,5,4,22,49,.243,.286,.271,.557,60,.263,53,95,5,1,7,5,5,*6/H,,griffal01
200,Mike Felder#,29,SFG,NL,1.7,132,383,348,51,92,10,6,0,18,21,6,30,31,.264,.325,.328,.652,88,.321,92,114,1,1,4,0,2,H798/54,,feldemi01
201,Pete Incaviglia,27,DET,AL,-1.0,97,377,337,38,72,12,1,11,38,1,3,36,92,.214,.290,.353,.643,76,.303,78,119,6,1,1,2,0,7D/9H,,incavpe01
202,Mike LaValliere*,30,PIT,NL,1.5,108,377,336,25,97,11,2,3,41,2,1,33,27,.289,.351,.360,.711,102,.330,100,121,10,2,1,5,4,2/H,,lavalmi01
203,Dave Valle,30,SEA,AL,0.2,132,377,324,38,63,8,1,8,32,0,2,34,49,.194,.286,.299,.586,63,.280,63,97,19,9,6,3,0,*2/H3,,valleda01
204,Bernie Williams#,22,NYY,AL,0.3,85,374,320,43,76,19,4,3,34,10,5,48,57,.238,.336,.350,.686,91,.322,91,112,4,1,2,3,0,8,,willibe02
205,Chris Hoiles,26,BAL,AL,1.6,107,372,341,36,83,15,0,11,31,0,2,29,61,.243,.304,.384,.688,93,.318,94,131,11,1,0,1,1,2D/H3,,hoilech01
206,Mickey Morandini*,25,PHI,NL,1.2,98,364,325,38,81,11,4,1,20,13,2,29,45,.249,.313,.317,.630,79,.311,82,103,7,2,6,2,0,4/H,,moranmi01
207,Sam Horn*,27,BAL,AL,1.1,121,362,317,45,74,16,0,23,61,0,0,41,99,.233,.326,.502,.828,130,.364,125,159,10,3,0,1,4,DH,,hornsa01
208,Milt Thompson*,32,STL,NL,3.6,115,361,326,55,100,16,5,6,34,16,9,32,53,.307,.368,.442,.809,127,.371,130,144,4,0,2,1,7,7H89,,thompmi02
209,Mariano Duncan,28,CIN,NL,-0.3,100,356,333,46,86,7,4,12,40,5,4,12,57,.258,.288,.411,.699,92,.314,85,137,0,3,5,3,0,46H/78,,duncama01
210,Luis Salazar,35,CHC,NL,1.1,103,351,333,34,86,14,1,14,38,0,3,15,45,.258,.292,.432,.725,99,.325,95,144,8,1,2,0,1,5H/37,,salazlu01
211,Gary Pettis#,33,TEX,AL,1.2,137,343,282,37,61,7,5,0,19,29,13,54,91,.216,.341,.277,.618,75,.314,86,78,4,0,6,1,0,*8H/D,,pettiga01
212,Eric Davis,29,CIN,NL,1.1,89,340,285,39,67,10,0,11,33,14,2,48,92,.235,.353,.386,.739,105,.348,102,110,4,5,0,2,5,8H/7,,daviser01
213,Sammy Sosa,22,CHW,AL,0.6,116,338,316,39,64,10,1,10,33,13,6,14,98,.203,.240,.335,.576,59,.271,55,106,5,2,5,1,2,*9H8/D7,,sosasa01
214,Mark Lewis,21,CLE,AL,-0.5,84,336,314,29,83,15,1,0,30,2,2,15,45,.264,.293,.318,.612,69,.285,65,100,12,0,2,5,0,46/H,,lewisma01
215,Jeff Treadway*,28,ATL,NL,1.2,106,336,306,41,98,17,2,3,32,2,2,23,19,.320,.368,.418,.787,116,.365,120,128,8,2,2,3,1,4H,,treadje01
216,Darren Daulton*,29,PHI,NL,-0.2,89,335,285,36,56,12,0,12,42,5,0,41,66,.196,.297,.365,.662,87,.314,86,104,4,2,2,5,4,2/H,,daultda01
217,Jerry Browne#,25,CLE,AL,-1.3,107,334,290,28,66,5,2,1,29,2,4,27,29,.228,.292,.269,.561,56,.264,51,78,5,1,12,4,0,4H75/D,,brownje01
218,Greg Myers*,25,TOR,AL,0.8,107,333,309,25,81,22,0,8,36,0,0,21,45,.262,.306,.411,.717,94,.324,88,127,13,0,0,3,4,2H,,myersgr01
219,Candy Maldonado,30,2TM,AL,1.4,86,333,288,37,72,15,0,12,48,4,0,36,76,.250,.342,.427,.769,111,.352,108,123,8,6,0,3,4,79/DH,,maldoca01
220,Candy Maldonado,30,MIL,AL,0.1,34,125,111,11,23,6,0,5,20,1,0,13,23,.207,.288,.396,.684,90,.324,93,44,4,0,0,1,0,79/DH,,maldoca01
221,Candy Maldonado,30,TOR,AL,1.3,52,208,177,26,49,9,0,7,28,3,0,23,53,.277,.375,.446,.821,123,.369,118,79,4,6,0,2,4,7/9,,maldoca01
222,Dwight Evans,39,BAL,AL,0.6,101,329,270,35,73,9,1,6,38,2,3,54,54,.270,.393,.378,.771,119,.354,120,102,7,2,1,2,2,9HD,,evansdw01
223,Von Hayes*,32,PHI,NL,1.3,77,323,284,43,64,15,1,0,21,9,2,31,42,.225,.303,.285,.589,68,.293,71,81,6,3,0,5,1,87/9H,,hayesvo01
224,Ricky Jordan,26,PHI,NL,0.5,101,322,301,38,82,21,3,9,49,0,2,14,49,.272,.304,.452,.756,112,.335,106,136,11,2,0,5,2,3H,,jordari02
225,Pat Kelly,23,NYY,AL,0.7,96,322,298,35,72,12,4,3,23,12,1,15,52,.242,.288,.339,.626,73,.301,71,101,5,5,2,2,0,54/H,,kellypa03
226,Jesse Barfield,31,NYY,AL,1.9,84,321,284,37,64,12,0,17,48,1,0,36,80,.225,.312,.447,.759,108,.335,100,127,11,0,0,1,6,9/H,,barfije01
227,Ernie Riles*,30,OAK,AL,0.4,108,321,281,30,60,8,4,5,32,3,2,31,42,.214,.290,.324,.614,75,.283,70,91,8,1,4,4,3,5H6/43,,rileser01
228,Carmelo Martínez,30,3TM,2LG,0.7,108,321,275,30,61,11,0,10,36,0,1,43,64,.222,.324,.371,.695,93,.328,96,102,7,0,0,3,4,3H7/D,,martica01
229,Carmelo Martínez,30,2TM,NL,0.2,64,173,154,13,36,5,0,6,19,0,0,16,39,.234,.301,.383,.684,89,.318,87,59,3,0,0,3,1,3H7,,martica01
230,Carmelo Martínez,30,PIT,NL,-0.2,11,17,16,1,4,0,0,0,0,0,0,1,2,.250,.294,.250,.544,56,.311,87,4,2,0,0,0,0,/3H,,martica01
231,Carmelo Martínez,30,KCR,AL,0.5,44,148,121,17,25,6,0,4,17,0,1,27,25,.207,.351,.355,.707,97,.340,106,43,4,0,0,0,3,3/HD,,martica01
232,Carmelo Martínez,30,CIN,NL,0.4,53,156,138,12,32,5,0,6,19,0,0,15,37,.232,.301,.399,.700,93,.319,87,55,1,0,0,3,1,37H,,martica01
233,Vince Coleman#,29,NYM,NL,1.0,72,318,278,45,71,7,5,1,17,37,14,39,47,.255,.347,.327,.674,92,.339,101,91,3,0,1,0,0,8/H,,colemvi01
234,Willie Wilson#,35,OAK,AL,1.0,113,318,294,38,70,14,4,0,28,20,5,18,43,.238,.290,.313,.603,72,.290,69,92,11,4,1,1,1,7H89/D,,wilsowi02
235,Jeff Huson*,26,TEX,AL,1.0,119,317,268,36,57,8,3,2,26,8,3,39,32,.213,.312,.287,.599,69,.292,70,77,6,0,9,1,0,*6H/45,,husonje01
236,Billy Ripken,26,BAL,AL,-0.5,104,315,287,24,62,11,1,0,14,0,1,15,31,.216,.253,.261,.515,46,.245,40,75,14,0,11,2,0,4/H,,ripkebi01
237,Brady Anderson*,27,BAL,AL,1.0,113,313,256,40,59,12,3,2,27,12,5,38,44,.230,.338,.324,.662,88,.318,91,83,1,5,11,3,0,7H8/9D,,anderbr01
238,Hensley Meulens,24,NYY,AL,-2.4,96,313,288,37,64,8,1,6,29,3,0,18,97,.222,.276,.319,.595,65,.289,66,92,7,4,1,2,1,79HD/3,,meulehe01
239,Pat Borders,28,TOR,AL,-0.5,105,312,291,22,71,17,0,5,36,0,0,11,45,.244,.271,.354,.625,69,.282,58,103,8,1,6,3,1,2H,,bordepa01
240,Bernard Gilkey,24,STL,NL,0.1,81,311,268,28,58,7,2,5,20,14,8,39,33,.216,.316,.313,.630,78,.304,81,84,14,1,1,2,0,7/H,,gilkebe01
241,Thomas Howard#,26,SDP,NL,1.8,106,309,281,30,70,12,3,4,22,10,7,24,57,.249,.309,.356,.665,85,.302,78,100,4,1,2,1,4,87H9,,howarth01
242,Mark Lemke#,25,ATL,NL,-0.4,136,308,269,36,63,11,2,2,23,1,2,29,27,.234,.305,.312,.617,70,.293,68,84,9,0,6,4,2,*4H5,,lemkema01
243,Dale Sveum#,27,MIL,AL,0.1,90,308,266,33,64,19,1,4,43,2,4,32,78,.241,.320,.365,.685,91,.310,88,97,8,1,5,4,0,65/HD4,,sveumda01
244,Dave Gallagher,30,CAL,AL,1.7,90,306,270,32,79,17,0,1,30,2,4,24,43,.293,.355,.367,.721,102,.333,104,99,6,2,10,0,0,89H/7D,,gallada01
245,Joel Skinner,30,CLE,AL,0.3,99,305,284,23,69,14,0,1,24,0,2,14,67,.243,.279,.303,.582,61,.277,60,86,8,1,4,2,1,2,,skinnjo01
246,Keith Miller,28,NYM,NL,1.2,98,304,275,41,77,22,1,4,23,14,4,23,44,.280,.345,.411,.756,114,.356,115,113,2,5,0,1,0,4H97/568,,milleke01
247,Dean Palmer,22,TEX,AL,-0.9,81,304,268,38,50,9,2,15,37,0,2,32,98,.187,.281,.403,.684,89,.311,87,108,4,3,1,0,0,57/HD,,palmede01
248,Jeff Reed*,28,CIN,NL,0.4,91,300,270,20,72,15,2,3,31,0,1,23,38,.267,.321,.370,.691,91,.314,85,100,6,1,1,5,3,2/H,,reedje02
249,Sid Bream*,30,ATL,NL,0.2,91,298,265,32,67,12,0,11,45,0,3,25,31,.253,.313,.423,.736,101,.332,99,112,8,0,4,4,5,3H,,breamsi01
250,Jerome Walton,25,CHC,NL,1.3,123,298,270,42,59,13,1,5,17,7,3,19,55,.219,.275,.330,.604,67,.296,70,89,7,3,3,3,0,8H/9,,waltoje01
251,Mike Macfarlane,27,KCR,AL,2.7,84,296,267,34,74,18,2,13,41,1,0,17,52,.277,.330,.506,.836,128,.377,129,135,4,6,1,4,0,2H/D,,macfami01
252,Mike Huff,27,2TM,AL,0.9,102,295,243,42,61,10,2,3,25,14,4,37,48,.251,.361,.346,.707,98,.340,100,84,7,6,6,2,2,89H7/4D,,huffmi01
253,Mike Huff,27,CLE,AL,0.6,51,179,146,28,35,6,1,2,10,11,2,25,30,.240,.364,.336,.699,95,.351,104,49,2,4,3,1,0,8H/794,,huffmi01
254,Mike Huff,27,CHW,AL,0.3,51,116,97,14,26,4,1,1,15,3,2,12,18,.268,.357,.361,.718,102,.323,95,35,5,2,3,1,2,9H8/74D,,huffmi01
255,Eric Yelding,26,HOU,NL,-1.6,78,293,276,19,67,11,1,1,20,11,9,13,46,.243,.276,.301,.577,68,.254,55,83,4,0,3,1,3,6/H89,,yeldier01
256,Garry Templeton#,35,2TM,NL,-1.3,112,293,276,25,61,10,2,3,26,3,2,10,38,.221,.246,.304,.550,54,.259,48,84,10,0,4,3,3,6H35/9,,templga01
257,Garry Templeton#,35,SDP,NL,-0.2,32,59,57,5,11,1,1,1,6,0,1,1,9,.193,.203,.298,.502,38,.261,53,17,3,0,0,1,0,H5/6,,templga01
258,Garry Templeton#,35,NYM,NL,-1.1,80,234,219,20,50,9,1,2,20,3,1,9,29,.228,.257,.306,.562,59,.259,46,67,7,0,4,2,3,63H/59,,templga01
259,Brian Hunter,23,ATL,NL,-0.2,97,291,271,32,68,16,1,12,50,0,2,17,48,.251,.296,.450,.746,102,.342,105,122,6,1,0,2,0,3H/79,ROY-4,huntebr01
260,Gene Larkin#,28,MIN,AL,0.8,98,291,255,34,73,14,1,2,19,2,3,30,21,.286,.361,.373,.734,100,.343,104,95,9,1,3,2,3,93H/D45,,larkige01
261,Joe Oliver,25,CIN,NL,-1.0,94,291,269,21,58,11,0,11,41,0,0,18,53,.216,.265,.379,.644,77,.291,66,102,14,0,4,0,5,2/H,,olivejo01
262,Lloyd Moseby*,31,DET,AL,0.5,74,288,260,37,68,15,1,6,35,8,1,21,43,.262,.321,.396,.717,96,.335,95,103,3,3,1,3,2,7H/D,,mosebll01
263,Gary Redus,34,PIT,NL,0.3,98,288,252,45,62,12,2,7,24,17,3,28,39,.246,.324,.393,.717,102,.350,107,99,0,3,1,4,2,3H879,,redusga01
264,Iván Rodríguez,19,TEX,AL,0.7,88,288,280,24,74,16,0,3,27,0,1,5,42,.264,.276,.354,.630,75,.293,74,99,10,0,2,1,0,2/H,ROY-4,rodriiv01
265,Daryl Boston*,28,NYM,NL,0.8,137,286,255,40,70,16,4,4,21,15,8,30,42,.275,.350,.416,.765,116,.353,117,106,2,0,0,1,0,*8H9/7,,bostoda01
266,Rance Mulliniks*,35,TOR,AL,0.0,97,286,240,27,60,12,1,2,24,0,0,44,44,.250,.364,.333,.697,92,.339,99,80,9,0,0,2,2,DH/5,,mullira01
267,Lenny Dykstra*,28,PHI,NL,3.1,63,284,246,48,73,13,5,3,12,24,4,37,20,.297,.391,.427,.818,132,.407,145,105,1,1,0,0,1,8/H,,dykstle01
268,Gary Carter,37,LAD,NL,1.2,101,280,248,22,61,14,0,6,26,2,2,22,26,.246,.323,.375,.698,98,.334,105,93,11,7,1,2,1,2H3,,cartega01
269,Glenn Braggs,28,CIN,NL,1.6,85,279,250,36,65,10,0,11,39,11,3,23,46,.260,.323,.432,.755,108,.350,107,108,4,2,0,4,3,79H,,bragggl01
270,Al Newman#,31,MIN,AL,-0.7,118,278,246,25,47,5,0,0,19,4,5,23,21,.191,.260,.211,.471,30,.235,28,52,5,1,5,3,0,6H45/D37,,newmaal01
271,Scott Fletcher,32,CHW,AL,-0.6,90,277,248,14,51,10,1,1,28,0,2,17,26,.206,.262,.266,.528,48,.252,46,66,3,3,6,3,0,4/H5,,fletcsc01
272,Carlos Martínez,25,CLE,AL,-0.5,72,275,257,22,73,14,0,5,30,3,2,10,43,.284,.310,.397,.707,94,.315,85,102,10,2,1,5,2,D3/H,,martica02
273,Doug Dascenzo#,27,CHC,NL,-0.1,118,272,239,40,61,11,0,1,18,14,7,24,26,.255,.327,.314,.641,79,.311,81,75,3,2,6,1,2,8H79/1,,dascedo01
274,Jack Howell*,29,2TM,2LG,0.5,90,271,241,35,50,5,1,8,23,1,1,29,44,.207,.293,.336,.629,75,.299,75,81,2,0,1,0,1,5H4/937D,,howelja02
275,Jack Howell*,29,CAL,AL,-0.2,32,92,81,11,17,2,0,2,7,1,1,11,11,.210,.304,.309,.613,71,.295,75,25,1,0,0,0,0,4/5H937D,,howelja02
276,Jack Howell*,29,SDP,NL,0.7,58,179,160,24,33,3,1,6,16,0,0,18,33,.206,.287,.350,.637,77,.302,76,56,1,0,1,0,1,5H,,howelja02
277,Mark Carreon,27,NYM,NL,-1.3,106,270,254,18,66,6,0,4,21,2,1,12,26,.260,.297,.331,.628,78,.302,80,84,13,2,1,1,2,7H89,,carrema01
278,Craig Grebeck,26,CHW,AL,3.1,107,268,224,37,63,16,3,6,31,1,3,38,40,.281,.386,.460,.846,136,.380,138,103,3,1,4,1,0,54H6,,grebecr01
279,Darren Lewis,23,SFG,NL,1.0,72,267,222,41,55,5,3,1,15,13,7,36,30,.248,.358,.311,.669,94,.335,108,69,1,2,7,0,0,8/H,,lewisda01
280,Gerald Perry*,30,STL,NL,0.7,109,267,242,29,58,8,4,6,36,15,8,22,34,.240,.300,.380,.680,91,.320,92,92,2,0,0,3,1,3H/79,,perryge01
281,Kevin Seitzer,29,KCR,AL,0.9,85,267,234,28,62,11,3,1,25,4,1,29,21,.265,.350,.350,.700,95,.329,94,82,4,2,1,1,3,5H/D,,seitzke01
282,Mike Bordick,25,OAK,AL,0.6,90,265,235,21,56,5,1,0,21,3,4,14,37,.238,.289,.268,.557,60,.270,63,63,3,3,12,1,0,6/4H5,,bordimi01
283,Tom Herr#,35,2TM,NL,0.3,102,265,215,23,45,8,1,1,21,9,2,45,28,.209,.344,.270,.613,77,.302,77,58,4,0,2,2,5,4H/58,,herrto01
284,Tom Herr#,35,NYM,NL,0.1,70,192,155,17,30,7,0,1,14,7,2,32,21,.194,.328,.258,.586,68,.291,68,40,1,0,2,2,4,4H/8,,herrto01
285,Tom Herr#,35,SFG,NL,0.3,32,73,60,6,15,1,1,0,7,2,0,13,7,.250,.384,.300,.684,99,.331,99,18,3,0,0,0,1,H4/5,,herrto01
286,Andújar Cedeño,21,HOU,NL,-0.5,67,264,251,27,61,13,2,9,36,4,3,9,74,.243,.270,.418,.688,97,.317,99,105,3,1,1,2,1,6/H,,cedenan01
287,Joey Cora#,26,CHW,AL,0.0,100,264,228,37,55,2,3,0,18,11,6,20,21,.241,.313,.276,.589,66,.291,71,63,1,5,8,3,0,4H/6D,,corajo01
288,David Howard#,24,KCR,AL,0.1,94,264,236,20,51,7,0,1,17,3,2,16,45,.216,.267,.258,.525,47,.255,43,61,1,1,9,2,0,64/H59D,,howarda02
289,Brent Mayne*,23,KCR,AL,0.5,85,259,231,22,58,8,0,3,31,2,4,23,42,.251,.315,.325,.640,78,.283,67,75,6,0,2,3,4,2/HD,ROY-8,maynebr01
290,Rick Cerone,37,NYM,NL,1.7,90,258,227,18,62,13,0,2,16,1,1,30,24,.273,.360,.357,.717,104,.344,111,81,9,1,0,0,2,2H,,ceronri01
291,Steve Decker,25,SFG,NL,-0.4,79,258,233,11,48,7,1,5,24,0,1,16,44,.206,.262,.309,.571,63,.265,58,72,7,3,2,4,1,2/H,,deckest01
292,Randy Ready,31,PHI,NL,1.3,76,258,205,32,51,10,1,1,20,2,1,47,25,.249,.385,.322,.707,103,.343,110,66,5,1,1,4,3,4H,,readyra01
293,Mookie Wilson#,35,TOR,AL,-0.4,86,258,241,26,58,12,4,2,28,11,3,8,35,.241,.277,.349,.626,70,.290,61,84,4,5,2,2,0,7DH/8,,wilsomo01
294,Mike Sharperson,29,LAD,NL,1.3,105,252,216,24,60,11,2,2,20,1,3,25,24,.278,.355,.375,.730,108,.339,112,81,2,1,10,0,0,5H63/4,,sharpmi01
295,José Uribe#,32,SFG,NL,0.7,90,252,231,23,51,8,4,1,12,3,4,20,33,.221,.283,.303,.586,68,.267,60,70,2,0,1,0,6,6/H,,uribejo01
